state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
Arizona,Female,Bachelor,,26744.0,68.0,0,Corporate Auto,Two-Door Car,326.4
California,Female,Bachelor,,0.0,132.0,0,Personal Auto,SUV,950.4
California,Female,College,,74640.0,66.0,0,Corporate Auto,Four-Door Car,375.514273
Oregon,Male,Bachelor,,88126.0,64.0,1,Personal Auto,Four-Door Car,151.973156
California,Female,Bachelor,,55005.0,70.0,1,Personal Auto,Four-Door Car,336.0
California,Male,High School or Below,,33190.0,123.0,0,Personal Auto,Sports Car,40.950769
California,Male,High School or Below,,0.0,71.0,4,Personal Auto,Four-Door Car,839.593218
Oregon,Female,College,,0.0,117.0,0,Corporate Auto,Four-Door Car,609.801279
Oregon,Female,High School or Below,,0.0,97.0,2,Personal Auto,Four-Door Car,669.399277
California,Male,Bachelor,,0.0,64.0,1,Personal Auto,Four-Door Car,731.479725
Arizona,Female,Bachelor,,25226.0,71.0,1,Personal Auto,Four-Door Car,340.8
California,Female,Master,,63398.0,83.0,0,Personal Auto,Four-Door Car,292.206784
Oregon,Male,Master,,30092.0,108.0,0,Personal Auto,SUV,192.265438
Washington,Male,College,,37876.0,69.0,0,Corporate Auto,Four-Door Car,300.056383
Oregon,Female,High School or Below,,12201.0,84.0,0,Corporate Auto,Four-Door Car,604.8
Oregon,Male,College,,37970.0,115.0,0,Personal Auto,SUV,124.967415
Nevada,Male,Bachelor,,28898.0,67.0,0,Corporate Auto,Four-Door Car,82.811346
Oregon,Female,High School or Below,,23845.0,61.0,0,Personal Auto,Four-Door Car,292.8
California,Male,High School or Below,,62810.0,187.0,1,Corporate Auto,Luxury Car,32.874675
Oregon,Female,Bachelor,,65773.0,89.0,4,Corporate Auto,Four-Door Car,245.308491
California,Male,Bachelor,,0.0,69.0,0,Personal Auto,Four-Door Car,232.183503
California,Male,Bachelor,,0.0,86.0,0,Personal Auto,Four-Door Car,568.746405
Nevada,Male,Master,,0.0,95.0,1,Personal Auto,Four-Door Car,476.903351
Oregon,Female,College,,41479.0,94.0,1,Personal Auto,Two-Door Car,19.575683
California,Male,Master,,72433.0,126.0,0,Personal Auto,SUV,343.139611
Oregon,Male,Bachelor,,74586.0,103.0,0,Personal Auto,SUV,494.4
California,Female,Bachelor,,0.0,234.0,0,Personal Auto,Luxury SUV,1135.141469
Washington,Female,College,,67326.0,69.0,0,Corporate Auto,Four-Door Car,331.2
Arizona,Male,College,,25285.0,114.0,0,Personal Auto,SUV,547.2
Arizona,Male,High School or Below,,15871.0,89.0,0,Personal Auto,Four-Door Car,427.2
Oregon,Male,Master,,38795.0,82.0,1,Corporate Auto,Two-Door Car,393.6
Oregon,Male,High School or Below,,24882.0,72.0,0,Corporate Auto,Two-Door Car,345.6
Nevada,Female,College,,33169.0,128.0,0,Personal Auto,SUV,614.4
California,Male,Bachelor,,86305.0,62.0,0,Corporate Auto,Four-Door Car,80.73124
Oregon,Male,High School or Below,,0.0,112.0,0,Corporate Auto,SUV,537.6
California,Female,College,,32210.0,103.0,0,Corporate Auto,SUV,494.4
Nevada,Male,Bachelor,,69090.0,139.0,0,Personal Auto,Sports Car,387.222556
California,Female,High School or Below,,0.0,63.0,0,Personal Auto,Four-Door Car,523.337427
Arizona,Male,Doctor,,83308.0,73.0,1,Personal Auto,Four-Door Car,419.471438
Oregon,Female,High School or Below,,39034.0,68.0,0,Personal Auto,Four-Door Car,466.446708
Oregon,Male,College,,46750.0,82.0,1,Corporate Auto,Two-Door Car,672.026958
Oregon,Female,Doctor,,39786.0,91.0,1,Personal Auto,Four-Door Car,365.835977
Nevada,Male,High School or Below,,56788.0,108.0,5,Special Auto,SUV,579.710188
Nevada,Male,Bachelor,,90156.0,114.0,0,Personal Auto,SUV,388.346716
Oregon,Female,Bachelor,,63867.0,89.0,1,Corporate Auto,Four-Door Car,432.361631
California,Female,Bachelor,,83413.0,118.0,0,Personal Auto,SUV,134.801691
Nevada,Male,College,,0.0,118.0,0,Personal Auto,SUV,566.4
Oregon,Female,Bachelor,,36116.0,171.0,2,Corporate Auto,SUV,158.126982
Washington,Male,College,,56342.0,69.0,0,Corporate Auto,Four-Door Car,331.2
Oregon,Female,College,,55542.0,117.0,0,Personal Auto,Sports Car,310.651386
Oregon,Male,College,,58466.0,66.0,1,Personal Auto,Two-Door Car,316.8
Oregon,Female,College,,12964.0,65.0,0,Personal Auto,Two-Door Car,362.774545
Washington,Male,High School or Below,,43412.0,94.0,0,Personal Auto,Two-Door Car,509.722387
Nevada,Male,Master,,82611.0,74.0,1,Personal Auto,Four-Door Car,355.2
Arizona,Male,Bachelor,,28915.0,76.0,0,Personal Auto,Four-Door Car,364.8
Oregon,Male,High School or Below,,0.0,207.0,0,Personal Auto,Luxury Car,1490.4
Arizona,Female,High School or Below,,0.0,70.0,0,Personal Auto,Four-Door Car,336.0
California,Female,College,,91774.0,81.0,0,Personal Auto,Four-Door Car,285.020982
Washington,Male,High School or Below,,27972.0,61.0,0,Personal Auto,Four-Door Car,292.8
California,Male,Bachelor,,0.0,96.0,0,Personal Auto,Four-Door Car,460.8
Oregon,Male,College,,0.0,122.0,2,Corporate Auto,SUV,681.328474
California,Female,College,,77857.0,64.0,0,Personal Auto,Four-Door Car,160.62847
Oregon,Female,Bachelor,,0.0,62.0,0,Personal Auto,Four-Door Car,114.097383
California,Female,Doctor,,56502.0,74.0,0,Personal Auto,Four-Door Car,355.2
Oregon,Male,Bachelor,,95018.0,97.0,0,Personal Auto,Four-Door Car,315.879728
Oregon,Male,Bachelor,,23705.0,122.0,4,Personal Auto,SUV,585.6
California,Male,Bachelor,,72333.0,70.0,0,Personal Auto,Two-Door Car,177.224451
Arizona,Male,High School or Below,,0.0,107.0,0,Personal Auto,SUV,770.4
Arizona,Male,Bachelor,,47622.0,80.0,0,Personal Auto,Four-Door Car,305.544034
Nevada,Female,Bachelor,,0.0,105.0,0,Personal Auto,SUV,504.0
Oregon,Male,College,,79632.0,106.0,1,Personal Auto,SUV,344.048739
Oregon,Male,Master,,16154.0,62.0,1,Personal Auto,Four-Door Car,91.355165
Oregon,Male,College,,72211.0,73.0,0,Personal Auto,Four-Door Car,44.912125
California,Male,College,,70892.0,76.0,0,Corporate Auto,Two-Door Car,206.709951
Washington,Female,College,,49367.0,63.0,0,Personal Auto,Four-Door Car,69.230355
Arizona,Female,Bachelor,,68086.0,194.0,0,Corporate Auto,SUV,218.342169
Washington,Male,Master,,90353.0,70.0,0,Personal Auto,Two-Door Car,72.617605
Oregon,Female,High School or Below,,49558.0,115.0,0,Personal Auto,SUV,552.0
Washington,Male,Bachelor,,93485.0,72.0,0,Personal Auto,Four-Door Car,127.104785
Oregon,Male,High School or Below,,10629.0,74.0,0,Personal Auto,Four-Door Car,532.8
California,Male,Bachelor,,10237.0,72.0,0,Personal Auto,Two-Door Car,253.637853
Oregon,Female,College,,87517.0,112.0,1,Corporate Auto,Four-Door Car,802.278237
Nevada,Male,Bachelor,,23241.0,70.0,0,Personal Auto,Two-Door Car,504.0
Arizona,Male,High School or Below,,60861.0,66.0,0,Personal Auto,Four-Door Car,65.425125
Nevada,Male,Doctor,,21726.0,104.0,0,Personal Auto,SUV,697.010998
Arizona,Male,Bachelor,,36313.0,67.0,2,Personal Auto,Four-Door Car,300.375887
California,Female,Bachelor,,29160.0,87.0,0,Personal Auto,Two-Door Car,417.6
California,Male,High School or Below,,0.0,99.0,0,Personal Auto,Two-Door Car,712.8
Oregon,Male,College,,0.0,188.0,0,Corporate Auto,Luxury SUV,1621.560425
California,Female,College,,48139.0,63.0,0,Personal Auto,Four-Door Car,329.494
Oregon,Female,College,,0.0,76.0,5,Personal Auto,Two-Door Car,38.792481
Oregon,Female,College,,13688.0,84.0,0,Personal Auto,Two-Door Car,403.2
California,Male,College,,0.0,73.0,0,Corporate Auto,Four-Door Car,525.6
Nevada,Female,High School or Below,,27649.0,63.0,0,Personal Auto,Four-Door Car,302.4
Arizona,Female,Master,,24191.0,80.0,0,Personal Auto,Four-Door Car,103.750234
Oregon,Male,High School or Below,,0.0,71.0,0,Corporate Auto,Four-Door Car,517.056582
Oregon,Female,High School or Below,,58493.0,67.0,0,Personal Auto,Four-Door Car,321.6
California,Female,High School or Below,,82477.0,90.0,0,Personal Auto,Two-Door Car,432.0
Oregon,Female,College,,88663.0,79.0,0,Special Auto,Four-Door Car,379.2
Nevada,Female,High School or Below,,74057.0,109.0,0,Personal Auto,SUV,523.2
Arizona,Male,Bachelor,,0.0,63.0,2,Corporate Auto,Two-Door Car,302.4
Arizona,Female,College,,52342.0,66.0,3,Personal Auto,Two-Door Car,316.8
California,Male,Bachelor,,42012.0,63.0,0,Corporate Auto,Four-Door Car,40.754246
Arizona,Male,Bachelor,,56021.0,69.0,0,Personal Auto,Four-Door Car,279.51121
California,Male,High School or Below,,35124.0,137.0,0,Personal Auto,SUV,986.4
Oregon,Female,High School or Below,,0.0,62.0,1,Personal Auto,Four-Door Car,439.001718
Nevada,Female,High School or Below,,0.0,125.0,0,Personal Auto,SUV,900.0
Arizona,Female,College,,37202.0,93.0,0,Personal Auto,Two-Door Car,322.528829
Oregon,Male,College,,65985.0,71.0,5,Special Auto,Four-Door Car,42.43131
California,Female,High School or Below,,87771.0,74.0,4,Personal Auto,Four-Door Car,355.2
Arizona,Female,College,,63624.0,115.0,2,Personal Auto,SUV,306.337632
California,Female,Bachelor,,80192.0,129.0,0,Personal Auto,SUV,200.662297
Oregon,Male,Bachelor,,35945.0,105.0,0,Personal Auto,SUV,756.0
Oregon,Male,College,,93004.0,63.0,0,Corporate Auto,Four-Door Car,205.957043
Washington,Male,High School or Below,,0.0,89.0,0,Personal Auto,Four-Door Car,941.347502
California,Female,College,,71210.0,214.0,1,Personal Auto,Luxury Car,1027.2
Oregon,Female,College,,99159.0,190.0,0,Personal Auto,Luxury SUV,912.0
Nevada,Female,College,,81491.0,72.0,0,Personal Auto,Four-Door Car,61.715527
California,Female,Master,,99875.0,108.0,0,Personal Auto,SUV,114.972914
California,Female,High School or Below,,51705.0,139.0,0,Personal Auto,SUV,545.291103
Arizona,Female,Bachelor,,39837.0,201.0,0,Corporate Auto,Luxury SUV,381.306996
Oregon,Female,College,,31421.0,81.0,0,Personal Auto,Two-Door Car,388.8
Arizona,Male,Bachelor,,81531.0,135.0,0,Personal Auto,SUV,420.434259
California,Female,Bachelor,,25134.0,67.0,0,Corporate Auto,Four-Door Car,321.6
California,Female,College,,37386.0,97.0,0,Corporate Auto,Four-Door Car,465.6
California,Female,College,,0.0,66.0,4,Corporate Auto,Four-Door Car,316.8
Oregon,Female,College,,99553.0,68.0,0,Corporate Auto,Four-Door Car,111.586995
Arizona,Female,Bachelor,,0.0,161.0,0,Corporate Auto,SUV,1159.2
Arizona,Male,High School or Below,,70705.0,69.0,2,Personal Auto,Two-Door Car,272.024652
Nevada,Female,College,,22724.0,69.0,0,Personal Auto,Four-Door Car,9.424668
Oregon,Female,College,,26320.0,111.0,0,Corporate Auto,SUV,603.819794
Nevada,Male,Bachelor,,0.0,69.0,0,Personal Auto,Four-Door Car,806.534801
California,Male,College,,0.0,70.0,0,Personal Auto,Four-Door Car,425.266308
California,Female,College,,88218.0,99.0,0,Personal Auto,Two-Door Car,50.32306
Nevada,Male,Master,,25180.0,70.0,0,Personal Auto,Four-Door Car,235.895575
Oregon,Female,Bachelor,,48091.0,108.0,0,Personal Auto,SUV,132.041491
Oregon,Male,High School or Below,,92539.0,100.0,0,Corporate Auto,SUV,25.713622
Arizona,Female,Bachelor,,40658.0,61.0,1,Personal Auto,Four-Door Car,38.379869
Arizona,Male,Bachelor,,75453.0,112.0,0,Special Auto,SUV,163.9498
Oregon,Male,College,,94003.0,64.0,0,Personal Auto,Four-Door Car,307.2
Arizona,Male,Master,,31737.0,218.0,0,Personal Auto,Luxury SUV,1046.4
Washington,Male,College,,0.0,70.0,0,Personal Auto,Four-Door Car,425.266308
Washington,Female,High School or Below,,0.0,71.0,1,Personal Auto,Four-Door Car,340.8
California,Female,College,,0.0,114.0,0,Personal Auto,Four-Door Car,1343.619461
California,Male,Bachelor,,48885.0,190.0,0,Personal Auto,Luxury Car,1090.122048
Nevada,Female,Bachelor,,0.0,79.0,0,Corporate Auto,Four-Door Car,379.2
California,Male,Bachelor,,86305.0,62.0,0,Personal Auto,Four-Door Car,80.73124
Oregon,Female,Bachelor,,28909.0,66.0,0,Corporate Auto,Two-Door Car,456.702735
California,Male,High School or Below,,0.0,123.0,1,Personal Auto,SUV,1088.38378
Oregon,Male,College,,26140.0,84.0,1,Personal Auto,Two-Door Car,403.2
Oregon,Male,Bachelor,,35095.0,73.0,0,Personal Auto,Two-Door Car,525.6
Arizona,Female,Bachelor,,31678.0,63.0,0,Personal Auto,Two-Door Car,76.629988
Arizona,Male,Master,,28245.0,62.0,0,Personal Auto,Two-Door Car,297.6
Oregon,Female,Bachelor,,0.0,72.0,0,Personal Auto,Four-Door Car,345.6
Nevada,Female,High School or Below,,19168.0,106.0,1,Personal Auto,SUV,508.8
California,Female,Master,,22705.0,239.0,0,Personal Auto,Luxury SUV,1294.700423
Nevada,Female,College,,86481.0,65.0,0,Corporate Auto,Two-Door Car,189.971267
Arizona,Male,Doctor,,38008.0,68.0,4,Personal Auto,Four-Door Car,321.789644
California,Male,College,,63032.0,61.0,0,Personal Auto,Four-Door Car,404.550554
Washington,Female,College,,27228.0,129.0,4,Personal Auto,Sports Car,238.262773
Nevada,Female,Bachelor,,0.0,68.0,1,Personal Auto,Four-Door Car,483.578159
Oregon,Female,Bachelor,,13424.0,71.0,0,Personal Auto,Four-Door Car,340.8
Oregon,Female,College,,59098.0,110.0,0,Personal Auto,SUV,665.931223
Oregon,Female,Master,,16181.0,181.0,0,Personal Auto,SUV,1261.319869
Oregon,Male,High School or Below,,95697.0,107.0,0,Personal Auto,Sports Car,178.006524
Arizona,Male,College,,26806.0,63.0,0,Personal Auto,Four-Door Car,302.4
Oregon,Male,High School or Below,,30595.0,69.0,0,Corporate Auto,Four-Door Car,446.08476
Nevada,Male,College,,88079.0,61.0,0,Personal Auto,Two-Door Car,121.88814
Oregon,Female,Bachelor,,99803.0,71.0,0,Personal Auto,Four-Door Car,189.143402
Nevada,Female,High School or Below,,0.0,118.0,0,Personal Auto,Four-Door Car,1118.990694
Oregon,Male,Bachelor,,0.0,191.0,0,Personal Auto,Luxury Car,1375.2
Oregon,Female,College,,36283.0,68.0,1,Personal Auto,Four-Door Car,291.410965
Arizona,Female,Bachelor,,66991.0,115.0,0,Personal Auto,SUV,399.617715
California,Male,Bachelor,,34322.0,70.0,2,Corporate Auto,Four-Door Car,336.0
Oregon,Female,College,,44855.0,63.0,1,Personal Auto,Four-Door Car,103.607499
Arizona,Male,Bachelor,,97729.0,115.0,1,Personal Auto,Four-Door Car,221.047584
Oregon,Female,High School or Below,,48263.0,104.0,0,Personal Auto,Two-Door Car,674.863718
California,Female,Bachelor,,68343.0,79.0,0,Personal Auto,Two-Door Car,379.2
Oregon,Male,Master,,76847.0,118.0,0,Corporate Auto,SUV,31.58501
Oregon,Male,High School or Below,,35795.0,65.0,0,Personal Auto,Four-Door Car,312.0
California,Female,Bachelor,,0.0,71.0,0,Personal Auto,Four-Door Car,340.8
Oregon,Female,High School or Below,,53074.0,61.0,0,Personal Auto,Two-Door Car,268.773368
California,Female,College,,0.0,63.0,0,Corporate Auto,Four-Door Car,732.638975
Arizona,Female,Bachelor,,28743.0,112.0,0,Personal Auto,SUV,537.6
California,Female,College,,81839.0,65.0,1,Personal Auto,Four-Door Car,74.666163
Oregon,Female,College,,14030.0,72.0,0,Personal Auto,Two-Door Car,345.6
Oregon,Female,College,,32764.0,61.0,0,Personal Auto,Two-Door Car,292.953446
Oregon,Male,Master,,74775.0,95.0,0,Personal Auto,Four-Door Car,676.658911
Arizona,Female,Bachelor,,53503.0,114.0,0,Personal Auto,Four-Door Car,547.2
California,Male,College,,34455.0,135.0,0,Personal Auto,SUV,648.0
Washington,Male,High School or Below,,52198.0,74.0,0,Personal Auto,Two-Door Car,355.2
Oregon,Female,College,,64429.0,133.0,2,Personal Auto,SUV,222.080015
Oregon,Male,High School or Below,,44788.0,61.0,0,Personal Auto,Four-Door Car,386.031248
California,Female,Bachelor,,30130.0,110.0,0,Personal Auto,SUV,528.0
Arizona,Female,College,,0.0,65.0,0,Personal Auto,Two-Door Car,149.241472
Nevada,Male,High School or Below,,0.0,275.0,1,Corporate Auto,Luxury SUV,1980.0
Oregon,Female,High School or Below,,34337.0,113.0,0,Corporate Auto,Four-Door Car,542.4
California,Male,High School or Below,,22276.0,111.0,1,Personal Auto,SUV,783.211084
California,Male,College,,52980.0,64.0,0,Personal Auto,Four-Door Car,191.945693
California,Female,Bachelor,,97736.0,74.0,0,Personal Auto,Four-Door Car,60.090984
Washington,Female,College,,0.0,67.0,0,Corporate Auto,Two-Door Car,222.903462
Washington,Female,High School or Below,,0.0,73.0,1,Corporate Auto,Four-Door Car,792.868448
Nevada,Female,College,,68727.0,94.0,0,Corporate Auto,Two-Door Car,386.520235
Nevada,Male,Bachelor,,71391.0,67.0,0,Personal Auto,Four-Door Car,284.000172
California,Female,College,,62271.0,63.0,0,Personal Auto,Four-Door Car,25.478179
California,Male,High School or Below,,0.0,187.0,0,Personal Auto,Luxury Car,1346.4
California,Female,High School or Below,,0.0,86.0,0,Corporate Auto,Four-Door Car,412.8
Washington,Female,Bachelor,,0.0,76.0,0,Personal Auto,Four-Door Car,364.8
Washington,Male,College,,28506.0,104.0,0,Personal Auto,SUV,499.2
Arizona,Female,High School or Below,,0.0,86.0,0,Personal Auto,Four-Door Car,412.8
California,Female,Bachelor,,0.0,94.0,0,Corporate Auto,Four-Door Car,676.8
California,Female,Doctor,,94161.0,69.0,0,Personal Auto,Four-Door Car,108.989737
Oregon,Male,College,,33345.0,102.0,0,Personal Auto,SUV,694.078608
California,Female,College,,64195.0,158.0,4,Personal Auto,SUV,618.288849
Oregon,Female,College,,0.0,138.0,0,Corporate Auto,SUV,688.828746
Oregon,Female,Bachelor,,67414.0,68.0,0,Personal Auto,Four-Door Car,148.778455
Arizona,Male,High School or Below,,33176.0,63.0,0,Corporate Auto,Four-Door Car,302.4
Oregon,Female,Bachelor,,0.0,139.0,0,Personal Auto,SUV,667.2
Oregon,Male,College,,56779.0,86.0,0,Corporate Auto,Four-Door Car,435.388932
California,Male,College,,40810.0,114.0,0,Personal Auto,SUV,780.378964
Nevada,Male,High School or Below,,30622.0,68.0,0,Corporate Auto,Four-Door Car,326.4
Oregon,Male,Doctor,,14119.0,67.0,0,Special Auto,Two-Door Car,68.019973
Oregon,Female,College,,77237.0,283.0,0,Personal Auto,Luxury SUV,1358.4
Nevada,Female,College,,24980.0,71.0,0,Personal Auto,Two-Door Car,511.2
Nevada,Female,High School or Below,,66676.0,97.0,0,Corporate Auto,Four-Door Car,558.099357
California,Female,High School or Below,,0.0,69.0,1,Personal Auto,Four-Door Car,669.716478
Oregon,Male,High School or Below,,0.0,69.0,0,Personal Auto,Four-Door Car,331.2
Arizona,Female,Bachelor,,0.0,82.0,0,Personal Auto,Four-Door Car,157.208336
California,Male,Bachelor,,41853.0,71.0,0,Personal Auto,Two-Door Car,155.511553
Nevada,Female,Bachelor,,23815.0,73.0,0,Personal Auto,Four-Door Car,424.330166
California,Male,Bachelor,,22885.0,73.0,0,Corporate Auto,Four-Door Car,386.245297
Nevada,Male,High School or Below,,32630.0,66.0,0,Personal Auto,Four-Door Car,202.961374
California,Female,College,,18577.0,86.0,0,Personal Auto,Four-Door Car,412.8
Oregon,Male,High School or Below,,75952.0,73.0,0,Personal Auto,Two-Door Car,350.4
Nevada,Male,Bachelor,,96390.0,73.0,0,Corporate Auto,Two-Door Car,316.977588
California,Female,College,,25680.0,73.0,0,Personal Auto,Two-Door Car,332.40907
Nevada,Male,Bachelor,,0.0,112.0,0,Personal Auto,Four-Door Car,806.4
Nevada,Male,High School or Below,,51504.0,220.0,0,Personal Auto,Luxury SUV,2552.343856
Oregon,Male,High School or Below,,0.0,74.0,3,Personal Auto,Four-Door Car,532.8
California,Female,Master,,41456.0,73.0,0,Personal Auto,Four-Door Car,257.380112
Nevada,Male,High School or Below,,44368.0,80.0,0,Personal Auto,Two-Door Car,384.0
Oregon,Female,Master,,70961.0,85.0,0,Corporate Auto,Four-Door Car,408.0
Oregon,Female,Doctor,,21986.0,63.0,0,Personal Auto,Two-Door Car,333.696228
Oregon,Female,College,,0.0,83.0,0,Corporate Auto,Four-Door Car,708.693556
Arizona,Female,Master,,33514.0,105.0,0,Personal Auto,Sports Car,265.215014
Arizona,Female,College,,60230.0,98.0,0,Personal Auto,Four-Door Car,8.129056
California,Male,High School or Below,,0.0,70.0,1,Corporate Auto,Four-Door Car,494.196873
Washington,Male,College,,40818.0,66.0,0,Personal Auto,Four-Door Car,316.8
Oregon,Male,College,,37937.0,116.0,0,Personal Auto,SUV,556.8
Arizona,Female,College,,64571.0,89.0,0,Corporate Auto,Four-Door Car,452.115601
California,Male,Bachelor,,0.0,126.0,0,Corporate Auto,SUV,421.906803
California,Male,College,,21988.0,209.0,0,Personal Auto,Luxury Car,1003.2
Arizona,Male,High School or Below,,0.0,95.0,0,Corporate Auto,Four-Door Car,684.0
Oregon,Male,Bachelor,,24672.0,93.0,0,Personal Auto,Two-Door Car,669.6
Oregon,Male,High School or Below,,0.0,74.0,1,Corporate Auto,Four-Door Car,355.2
California,Male,Bachelor,,0.0,96.0,0,Personal Auto,Four-Door Car,460.8
Oregon,Male,Bachelor,,72878.0,61.0,2,Corporate Auto,Two-Door Car,45.463345
Oregon,Male,College,,88340.0,102.0,0,Personal Auto,Two-Door Car,489.6
Oregon,Male,Bachelor,,52278.0,73.0,0,Personal Auto,Two-Door Car,234.997994
California,Female,College,,12902.0,139.0,0,Personal Auto,Sports Car,667.2
Arizona,Male,College,,99816.0,86.0,0,Corporate Auto,Two-Door Car,172.913031
Arizona,Female,College,,26554.0,68.0,1,Personal Auto,Two-Door Car,391.687368
