zone,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
west region,male,bachelor,7799.463082427189,53357.0,73.0,0.0,personal auto,four-door car,55.320014
west region,female,bachelor,7799.463082427189,70140.0,199.0,0.0,corporate auto,luxury car,955.2
north west,male,bachelor,7799.463082427189,52380.0,186.0,2.0,personal auto,luxury suv,892.8
west region,male,high school or below,7799.463082427189,79292.0,67.0,0.0,corporate auto,four-door car,55.394702
north west,female,bachelor,7799.463082427189,,92.0,1.0,personal auto,two-door car,774.892461
central,female,bachelor,7799.463082427189,,123.0,0.0,personal auto,suv,1480.336748
north west,female,high school or below,7799.463082427189,75425.0,123.0,0.0,personal auto,sports car,823.798803
central,male,bachelor,7799.463082427189,20992.0,64.0,0.0,personal auto,two-door car,307.2
east,male,bachelor,7799.463082427189,57428.0,85.0,1.0,corporate auto,four-door car,414.649796
west region,male,bachelor,7799.463082427189,92606.0,109.0,0.0,special auto,suv,287.437831
west region,male,high school or below,7799.463082427189,86001.0,109.0,1.0,personal auto,suv,523.2
central,male,master,7799.463082427189,79751.0,63.0,0.0,personal auto,two-door car,392.235698
central,female,bachelor,7799.463082427189,68654.0,71.0,2.0,personal auto,four-door car,208.048487
central,female,master,7799.463082427189,,61.0,3.0,personal auto,two-door car,208.892861
north west,female,doctor,7799.463082427189,92629.0,72.0,3.0,personal auto,four-door car,60.845685
west region,female,high school or below,7799.463082427189,54094.0,112.0,0.0,corporate auto,suv,502.994931
central,male,bachelor,7799.463082427189,95419.0,70.0,3.0,personal auto,four-door car,336.0
north west,female,high school or below,7799.463082427189,66466.0,71.0,0.0,personal auto,four-door car,293.016168
central,male,high school or below,7799.463082427189,68131.0,130.0,0.0,personal auto,suv,226.607648
central,female,bachelor,7799.463082427189,56481.0,106.0,0.0,personal auto,suv,273.250112
west region,male,bachelor,7799.463082427189,70082.0,119.0,0.0,personal auto,suv,571.2
central,male,bachelor,7799.463082427189,51437.0,115.0,0.0,corporate auto,suv,244.086665
central,male,high school or below,7799.463082427189,,73.0,0.0,personal auto,four-door car,525.6
north west,male,bachelor,7799.463082427189,27972.0,90.0,0.0,corporate auto,two-door car,240.318607
central,female,high school or below,7799.463082427189,24930.0,76.0,0.0,personal auto,four-door car,364.8
central,female,master,7799.463082427189,26245.0,110.0,0.0,personal auto,two-door car,44.284642
west region,female,bachelor,7799.463082427189,57883.0,69.0,0.0,personal auto,four-door car,431.847824
central,female,bachelor,7799.463082427189,,64.0,0.0,corporate auto,four-door car,483.25721
north west,female,bachelor,7799.463082427189,58828.0,68.0,0.0,personal auto,four-door car,446.751243
central,male,bachelor,7799.463082427189,51906.0,73.0,0.0,corporate auto,four-door car,374.864662
north west,male,bachelor,7799.463082427189,28095.0,82.0,0.0,personal auto,four-door car,393.6
west region,female,bachelor,7799.463082427189,88723.0,74.0,0.0,personal auto,two-door car,355.2
west region,female,high school or below,7799.463082427189,53078.0,79.0,2.0,corporate auto,four-door car,200.97608
west region,female,bachelor,7799.463082427189,88895.0,106.0,0.0,personal auto,sports car,209.863509
central,female,bachelor,7799.463082427189,60078.0,127.0,0.0,corporate auto,suv,140.819942
west region,male,bachelor,7799.463082427189,,67.0,0.0,personal auto,two-door car,321.6
central,female,master,7799.463082427189,45820.0,71.0,0.0,corporate auto,four-door car,249.742856
central,male,bachelor,7799.463082427189,,73.0,0.0,personal auto,four-door car,677.970934
west region,male,bachelor,7799.463082427189,12439.0,115.0,0.0,corporate auto,two-door car,552.0
west region,male,bachelor,7799.463082427189,25998.0,71.0,0.0,personal auto,four-door car,791.878042
central,male,bachelor,7799.463082427189,98451.0,62.0,0.0,personal auto,four-door car,316.546868
west region,female,bachelor,7799.463082427189,23803.0,72.0,0.0,corporate auto,two-door car,410.548521
west region,male,bachelor,7799.463082427189,,124.0,0.0,special auto,suv,595.2
north west,female,high school or below,7799.463082427189,26100.0,67.0,0.0,personal auto,four-door car,482.4
central,female,bachelor,7799.463082427189,,73.0,0.0,personal auto,four-door car,376.923839
north west,male,master,7799.463082427189,,67.0,0.0,personal auto,four-door car,315.215329
central,male,bachelor,7799.463082427189,65252.0,78.0,0.0,personal auto,four-door car,482.48791
west region,female,bachelor,7799.463082427189,48567.0,130.0,0.0,personal auto,suv,624.0
north west,female,high school or below,7799.463082427189,34337.0,113.0,0.0,personal auto,four-door car,542.4
central,female,bachelor,7799.463082427189,20394.0,115.0,0.0,personal auto,two-door car,508.614758
east,female,high school or below,7799.463082427189,,76.0,0.0,personal auto,two-door car,784.611446
central,female,high school or below,7799.463082427189,,61.0,1.0,personal auto,four-door car,292.8
west region,male,bachelor,7799.463082427189,31617.0,62.0,1.0,personal auto,four-door car,244.269407
west region,female,high school or below,7799.463082427189,,62.0,1.0,corporate auto,four-door car,297.6
east,male,master,7799.463082427189,21104.0,66.0,0.0,personal auto,four-door car,118.454974
central,male,bachelor,7799.463082427189,37748.0,181.0,2.0,personal auto,luxury car,868.8
west region,female,bachelor,7799.463082427189,,96.0,0.0,personal auto,four-door car,438.661509
north west,male,bachelor,7799.463082427189,25023.0,82.0,0.0,corporate auto,two-door car,397.139856
north west,female,bachelor,7799.463082427189,,62.0,0.0,special auto,four-door car,271.164139
north west,female,bachelor,7799.463082427189,14108.0,109.0,0.0,personal auto,four-door car,523.2
east,female,high school or below,7799.463082427189,23923.0,82.0,1.0,personal auto,four-door car,393.6
north west,male,high school or below,7799.463082427189,,67.0,0.0,special auto,four-door car,321.6
east,female,master,7799.463082427189,22705.0,239.0,0.0,personal auto,luxury suv,1294.700423
west region,female,high school or below,7799.463082427189,,89.0,0.0,corporate auto,two-door car,427.2
north west,male,bachelor,7799.463082427189,,69.0,0.0,personal auto,four-door car,506.92275
central,male,bachelor,7799.463082427189,50825.0,102.0,0.0,personal auto,suv,369.614729
central,male,bachelor,7799.463082427189,14616.0,106.0,0.0,personal auto,suv,575.260213
north west,male,high school or below,7799.463082427189,,69.0,0.0,corporate auto,two-door car,272.381465
central,male,bachelor,7799.463082427189,29504.0,125.0,0.0,personal auto,suv,1224.56345
west region,male,bachelor,7799.463082427189,58789.0,111.0,0.0,corporate auto,four-door car,215.438825
north west,female,bachelor,7799.463082427189,29491.0,61.0,0.0,personal auto,four-door car,292.8
central,female,high school or below,7799.463082427189,78077.0,107.0,2.0,personal auto,four-door car,438.069458
west region,female,high school or below,7799.463082427189,,96.0,0.0,personal auto,two-door car,799.251165
central,male,bachelor,7799.463082427189,76558.0,74.0,0.0,special auto,four-door car,216.980413
west region,male,bachelor,7799.463082427189,78618.0,66.0,0.0,personal auto,two-door car,225.578841
north west,male,bachelor,7799.463082427189,82664.0,114.0,3.0,corporate auto,suv,133.425609
north west,male,doctor,7799.463082427189,23053.0,132.0,0.0,personal auto,sports car,780.941649
central,male,bachelor,7799.463082427189,50250.0,117.0,0.0,personal auto,suv,561.6
north west,male,high school or below,7799.463082427189,32169.0,199.0,0.0,personal auto,luxury suv,785.82348
east,male,master,7799.463082427189,,80.0,0.0,corporate auto,four-door car,286.115778
central,female,bachelor,7799.463082427189,99069.0,66.0,0.0,corporate auto,four-door car,77.442722
north west,male,bachelor,7799.463082427189,20978.0,98.0,1.0,personal auto,four-door car,1176.2788
central,female,bachelor,7799.463082427189,17576.0,71.0,0.0,personal auto,four-door car,398.502948
central,male,bachelor,7799.463082427189,42297.0,71.0,0.0,personal auto,four-door car,200.38673
central,female,bachelor,7799.463082427189,,115.0,0.0,special auto,four-door car,824.597262
west region,female,bachelor,7799.463082427189,,63.0,0.0,personal auto,four-door car,151.231247
central,female,doctor,7799.463082427189,,110.0,0.0,personal auto,four-door car,161.092415
central,female,bachelor,7799.463082427189,48990.0,74.0,0.0,personal auto,four-door car,355.2
north west,male,bachelor,7799.463082427189,16916.0,64.0,0.0,personal auto,four-door car,377.512951
north west,male,bachelor,7799.463082427189,18375.0,103.0,0.0,personal auto,sports car,535.080276
north west,male,bachelor,7799.463082427189,17150.0,65.0,0.0,personal auto,two-door car,689.800891
east,female,bachelor,7799.463082427189,23815.0,73.0,0.0,personal auto,four-door car,424.330166
central,female,bachelor,7799.463082427189,21947.0,118.0,0.0,personal auto,suv,566.4
central,male,bachelor,7799.463082427189,,97.0,0.0,personal auto,four-door car,863.219668
central,female,bachelor,7799.463082427189,89451.0,63.0,0.0,personal auto,four-door car,61.769564
east,female,bachelor,7799.463082427189,79325.0,68.0,0.0,corporate auto,four-door car,251.294821
north west,male,bachelor,7799.463082427189,88454.0,101.0,0.0,personal auto,suv,308.749796
west region,female,high school or below,7799.463082427189,,87.0,0.0,personal auto,four-door car,417.6
west region,female,bachelor,7799.463082427189,20943.0,69.0,0.0,personal auto,four-door car,240.00056
west region,male,bachelor,7799.463082427189,51972.0,66.0,0.0,personal auto,four-door car,316.8
north west,female,bachelor,7799.463082427189,54408.0,79.0,0.0,personal auto,four-door car,288.329793
central,female,bachelor,7799.463082427189,23751.0,82.0,1.0,personal auto,two-door car,586.921708
west region,female,bachelor,7799.463082427189,37612.0,64.0,0.0,personal auto,four-door car,307.2
north west,female,bachelor,7799.463082427189,91603.0,69.0,2.0,personal auto,four-door car,472.67262
central,female,high school or below,7799.463082427189,,62.0,0.0,personal auto,two-door car,639.758314
north west,male,high school or below,7799.463082427189,16450.0,128.0,0.0,corporate auto,suv,871.484565
north west,male,bachelor,7799.463082427189,50864.0,83.0,1.0,corporate auto,four-door car,158.362972
central,female,bachelor,7799.463082427189,74560.0,110.0,0.0,personal auto,suv,528.0
west region,male,high school or below,7799.463082427189,62488.0,62.0,2.0,personal auto,four-door car,200.689331
west region,female,bachelor,7799.463082427189,55837.0,117.0,0.0,personal auto,two-door car,741.867506
north west,female,bachelor,7799.463082427189,,66.0,0.0,personal auto,two-door car,475.2
west region,female,bachelor,7799.463082427189,97742.0,67.0,0.0,personal auto,four-door car,67.648392
north west,female,bachelor,7799.463082427189,,69.0,0.0,personal auto,four-door car,496.8
central,female,high school or below,7799.463082427189,64125.0,108.0,0.0,personal auto,suv,369.818708
central,male,bachelor,7799.463082427189,,62.0,0.0,personal auto,four-door car,446.4
east,male,doctor,7799.463082427189,70412.0,61.0,0.0,corporate auto,two-door car,136.291083
east,female,bachelor,7799.463082427189,,70.0,0.0,personal auto,two-door car,336.0
west region,male,high school or below,7799.463082427189,66267.0,111.0,0.0,personal auto,four-door car,1093.708851
central,female,bachelor,7799.463082427189,,82.0,0.0,corporate auto,four-door car,863.935307
north west,male,high school or below,7799.463082427189,40882.0,89.0,0.0,corporate auto,two-door car,393.637436
north west,male,high school or below,7799.463082427189,34498.0,83.0,0.0,personal auto,two-door car,398.4
north west,female,high school or below,7799.463082427189,,74.0,0.0,personal auto,four-door car,355.2
west region,female,high school or below,7799.463082427189,23228.0,64.0,1.0,corporate auto,four-door car,307.2
north west,female,bachelor,7799.463082427189,40864.0,109.0,1.0,personal auto,suv,166.937747
north west,male,master,7799.463082427189,46133.0,73.0,0.0,personal auto,four-door car,19.626306
central,male,bachelor,7799.463082427189,46900.0,66.0,0.0,personal auto,four-door car,316.8
east,female,high school or below,7799.463082427189,,92.0,0.0,personal auto,four-door car,441.6
east,male,master,7799.463082427189,53390.0,64.0,0.0,personal auto,four-door car,278.999409
west region,female,bachelor,7799.463082427189,99185.0,115.0,0.0,corporate auto,suv,449.428182
north west,female,bachelor,7799.463082427189,62815.0,80.0,0.0,special auto,two-door car,47.061469
north west,female,bachelor,7799.463082427189,26277.0,61.0,0.0,personal auto,four-door car,292.8
east,female,doctor,7799.463082427189,41854.0,110.0,0.0,personal auto,four-door car,481.269644
central,male,bachelor,7799.463082427189,,86.0,0.0,personal auto,two-door car,412.8
central,male,high school or below,7799.463082427189,66627.0,85.0,0.0,personal auto,four-door car,733.21126
north west,male,high school or below,7799.463082427189,12131.0,64.0,1.0,personal auto,four-door car,251.44949
central,female,high school or below,7799.463082427189,,110.0,0.0,personal auto,suv,528.0
west region,male,bachelor,7799.463082427189,,90.0,0.0,personal auto,two-door car,648.0
west region,male,bachelor,7799.463082427189,33317.0,72.0,1.0,personal auto,two-door car,345.6
central,female,doctor,7799.463082427189,68931.0,66.0,0.0,personal auto,four-door car,309.577946
north west,male,bachelor,7799.463082427189,,67.0,1.0,personal auto,four-door car,321.6
west region,female,high school or below,7799.463082427189,19189.0,108.0,0.0,personal auto,suv,518.4
west region,female,master,7799.463082427189,49390.0,195.0,0.0,personal auto,luxury car,738.05105
north west,male,bachelor,7799.463082427189,33124.0,67.0,0.0,personal auto,four-door car,80.119997
west region,female,bachelor,7799.463082427189,40516.0,70.0,0.0,personal auto,two-door car,137.168874
east,female,high school or below,7799.463082427189,,112.0,0.0,personal auto,sports car,537.6
north west,male,bachelor,7799.463082427189,34615.0,87.0,0.0,personal auto,four-door car,417.6
west region,female,bachelor,7799.463082427189,29894.0,72.0,4.0,personal auto,four-door car,16.510134
north west,female,bachelor,7799.463082427189,,79.0,0.0,corporate auto,two-door car,379.2
east,male,high school or below,7799.463082427189,,84.0,0.0,personal auto,four-door car,847.490817
